scenario_id,bus_id,name,vn_kv,vm_pu,va_degree
15,6,7,345.0,0.9432825359410351,25.570326092481142
15,7,8,345.0,0.9617423037728597,25.995474090845864
15,8,9,345.0,0.8790358439975715,6.036644191259582
16,0,1,345.0,1.0,0.0
16,1,2,345.0,1.0,35.544087632656634
16,2,3,345.0,1.0,44.0093615771296
16,3,4,345.0,0.9284948638164203,4.623058010238748
16,4,5,345.0,0.8725771988241462,10.213016121510034
16,5,6,345.0,0.9654124518892225,33.51735577996535
16,6,7,345.0,0.948258969854489,27.686142459961438
16,7,8,345.0,0.9657247873124969,28.10705878208588
16,8,9,345.0,0.8904328534364866,8.380753060058531
17,0,1,345.0,1.0,0.0
17,1,2,345.0,0.9999999999999998,53.452693879396016
17,2,3,345.0,0.9999999999999998,58.74291118888702
17,3,4,345.0,0.8848981409233883,8.33486895992017
17,4,5,345.0,0.8173731369056965,17.694125844564873
17,5,6,345.0,0.9450140858410406,47.49090850724946
17,6,7,345.0,0.930813167560842,42.84378508828474
17,7,8,345.0,0.942414717017724,43.670941746510266
17,8,9,345.0,0.8310427526916735,16.42173244509296
18,0,1,345.0,1.0,0.0
18,1,2,345.0,0.9999999999999999,32.28003925192996
18,2,3,345.0,0.9999999999999998,41.217169969737135
18,3,4,345.0,0.939137955145127,3.356809890866647
18,4,5,345.0,0.8830584961336223,8.50815517606622
18,5,6,345.0,0.9693655874874924,30.768432991867314
18,6,7,345.0,0.9532450332480301,24.58011710531345
18,7,8,345.0,0.9706790341847591,24.881181202160583
18,8,9,345.0,0.9083704014154357,5.2144770020149105
19,0,1,345.0,1.0,0.0
19,1,2,345.0,,
19,2,3,345.0,1.0000000000000002,27.63619769701089
19,3,4,345.0,0.9691431345744,-0.13806453886948797
19,4,5,345.0,0.9335741290056958,2.279890078101074
19,5,6,345.0,0.9792924956475774,17.294549244010057
19,6,7,345.0,0.9504249708663167,7.615709439406204
19,7,8,345.0,0.9596269280553237,4.589600307304935
19,8,9,345.0,0.9455135924215288,-1.9775537981866333
20,0,1,345.0,1.0,0.0
20,1,2,345.0,1.0,44.63141111344677
20,2,3,345.0,1.0,57.135360093507536
20,3,4,345.0,0.9010089300297055,7.4176023003665
20,4,5,345.0,0.834554049973998,16.222620451661026
20,5,6,345.0,0.9491838285344528,44.8484765982254
20,6,7,345.0,0.9378372817134338,37.97249896511897
20,7,8,345.0,0.9538045432433712,37.16955819212183
20,8,9,345.0,0.8595489135039771,13.811008314232614
21,0,1,345.0,1.0,0.0
21,1,2,345.0,,
21,2,3,345.0,1.0000000000000002,27.63619769701089
21,3,4,345.0,0.9691431345744,-0.13806453886948797
21,4,5,345.0,0.9335741290056958,2.279890078101074
21,5,6,345.0,0.9792924956475774,17.294549244010057
21,6,7,345.0,0.9504249708663167,7.615709439406204
21,7,8,345.0,0.9596269280553237,4.589600307304935
21,8,9,345.0,0.9455135924215288,-1.9775537981866333
22,0,1,345.0,1.0,0.0
22,1,2,345.0,0.9999999999999999,24.306661770198357
22,2,3,345.0,1.0000000000000002,72.66753989852498
22,3,4,345.0,0.8867245215554845,5.380332418054488
22,4,5,345.0,0.7515272414790931,19.152907923322662
22,5,6,345.0,0.911972097752842,61.553112490478874
22,6,7,345.0,0.9336890831856385,12.835656879984297
22,7,8,345.0,0.9623615764910322,16.843494646540368
22,8,9,345.0,0.8836386920162682,5.694078685127397
23,0,1,345.0,1.0,0.0
23,1,2,345.0,1.0,74.25292985126119
23,2,3,345.0,0.9999999999999999,73.22968665663954
23,3,4,345.0,0.8839011189623278,5.331151741481471
23,4,5,345.0,0.7489665118903942,19.440399800849494
23,5,6,345.0,0.918635259608931,62.19689107121
23,6,7,345.0,0.9267871307377826,62.443160103939704
23,7,8,345.0,0.9549051133825763,66.73115012975092
23,8,9,345.0,0.8557732011100674,55.912527085258965
24,0,1,345.0,1.0,0.0
24,1,2,345.0,1.0000000000000002,41.80925011659505
24,2,3,345.0,1.0,51.128172466248735
24,3,4,345.0,0.9215888547787625,7.091963595192947
24,4,5,345.0,0.8798207834744428,16.713140754886012
24,5,6,345.0,0.9653470459980659,40.6354477414822
24,6,7,345.0,0.945045262069843,35.18014125672312
24,7,8,345.0,0.9611886381223009,34.336923735756855
24,8,9,345.0,0.8861537275225727,11.300685601169691
25,0,1,345.0,1.0,0.0
25,1,2,345.0,,
25,2,3,345.0,1.0000000000000002,27.63619769701089
25,3,4,345.0,0.9691431345744,-0.13806453886948797
25,4,5,345.0,0.9335741290056958,2.279890078101074
25,5,6,345.0,0.9792924956475774,17.294549244010057
25,6,7,345.0,0.9504249708663167,7.615709439406204
25,7,8,345.0,0.9596269280553237,4.589600307304935
25,8,9,345.0,0.9455135924215288,-1.9775537981866333
26,0,1,345.0,1.0,0.0
26,1,2,345.0,0.9999999999999998,44.14450396033777
26,2,3,345.0,1.0,51.34005280895817
26,3,4,345.0,0.9114537856615008,7.154002381702579
26,4,5,345.0,0.856801125528767,13.316424802489584
26,5,6,345.0,0.9609704356303537,40.79899510911229
26,6,7,345.0,0.9519188081693517,36.84828536922134
26,7,8,345.0,0.9622133472296701,36.680180585252025
26,8,9,345.0,0.8690597324550362,15.020123022639233
28,0,1,345.0,1.0,0.0
28,1,2,345.0,,
28,2,3,345.0,1.0000000000000002,27.63619769701089
28,3,4,345.0,0.9691431345744,-0.13806453886948797
28,4,5,345.0,0.9335741290056958,2.279890078101074
28,5,6,345.0,0.9792924956475774,17.294549244010057
28,6,7,345.0,0.9504249708663167,7.615709439406204
28,7,8,345.0,0.9596269280553237,4.589600307304935
28,8,9,345.0,0.9455135924215288,-1.9775537981866333
30,0,1,345.0,1.0,0.0
30,1,2,345.0,1.0,10.186669868256121
30,2,3,345.0,,
30,3,4,345.0,0.9911366883506495,-3.156948980676157
30,4,5,345.0,0.9706407676762456,-6.896011527654625
30,5,6,345.0,1.0001517457239584,-4.035225552094646
30,6,7,345.0,0.986868288796719,-2.099863433928683
30,7,8,345.0,0.9986555865758293,2.9961961492507942
30,8,9,345.0,0.9736545831883652,-4.28711882026141
31,0,1,345.0,1.0,0.0
31,1,2,345.0,1.0000000000000004,64.16809251783535
31,2,3,345.0,0.9999999999999999,85.2642221647865
31,3,4,345.0,0.8981837399266591,5.607636408768748
31,4,5,345.0,0.8106766484826112,62.41106021874266
31,5,6,345.0,0.9387114685584164,74.47024873339463
31,6,7,345.0,0.8959619432051017,61.37606596661096
31,7,8,345.0,0.9075872476128247,56.25170711210457
31,8,9,345.0,0.7821675201698142,17.548668643099447
32,0,1,345.0,1.0,0.0
32,1,2,345.0,0.9999999999999999,39.80003940405858
32,2,3,345.0,1.0,47.59552155483566
32,3,4,345.0,0.9224638776060824,6.1345575158272085
32,4,5,345.0,0.8670560269834356,12.798072370236524
32,5,6,345.0,0.9528815523243773,36.96394546481923
32,6,7,345.0,0.9127187343883116,31.144345505751026
32,7,8,345.0,0.9714698701452883,32.407238141013096
32,8,9,345.0,0.8878510060991106,11.533579055732428
33,0,1,345.0,1.0,0.0
33,1,2,345.0,1.0,31.54748022093422
33,2,3,345.0,0.9999999999999998,40.52445632835602
33,3,4,345.0,0.9307642584557865,3.222530586334767
33,4,5,345.0,0.8726909118318287,8.291670982473963
33,5,6,345.0,0.9651023740875456,30.029041343249965
33,6,7,345.0,0.9447676037717195,23.360554443979105
33,7,8,345.0,0.9645769952430598,24.101551598945196
33,8,9,345.0,0.8887174802371104,5.128316775168367
34,0,1,345.0,1.0,0.0
34,1,2,345.0,0.9999999999999997,43.65744862840772
34,2,3,345.0,0.9999999999999999,41.21775108505763
34,3,4,345.0,0.9279055000864401,6.012633664865915
34,4,5,345.0,0.8862113480271077,11.722558181057888
34,5,6,345.0,0.9745194002581914,33.27864139987798
34,6,7,345.0,0.9583835931562257,31.289559059578767
34,7,8,345.0,0.9663699970142763,33.79539639815685
34,8,9,345.0,0.886586195413444,11.836725066207133
35,0,1,345.0,1.0,0.0
35,1,2,345.0,1.0,32.412708422979954
35,2,3,345.0,0.9999999999999999,33.84352403848989
35,3,4,345.0,0.9514018838321402,4.0980948934178345
35,4,5,345.0,0.916412181449982,8.159816984098365
35,5,6,345.0,0.9862452852857213,26.224149431162722
35,6,7,345.0,0.9727723052880753,23.152237767109078
35,7,8,345.0,0.9820839378679773,24.769716878370275
35,8,9,345.0,0.922122401266889,7.705910399902388
36,0,1,345.0,1.0,0.0
36,1,2,345.0,0.9999999999999999,24.306661770198357
36,2,3,345.0,1.0000000000000002,72.66753989852498
36,3,4,345.0,0.8867245215554845,5.380332418054488
36,4,5,345.0,0.7515272414790931,19.152907923322662
36,5,6,345.0,0.911972097752842,61.553112490478874
36,6,7,345.0,0.9336890831856385,12.835656879984297
36,7,8,345.0,0.9623615764910322,16.843494646540368
36,8,9,345.0,0.8836386920162682,5.694078685127397
37,0,1,345.0,1.0,0.0
37,1,2,345.0,1.0,28.34347250322429
37,2,3,345.0,1.0000000000000002,32.361548698573614
37,3,4,345.0,0.9572830595030953,3.4809645481274853
37,4,5,345.0,0.9231445329509866,7.187911108434172
37,5,6,345.0,0.9884967128354197,24.51391882845517
37,6,7,345.0,0.9758307250036132,20.676090317944027
37,7,8,345.0,0.985929553399959,21.72320452286234
37,8,9,345.0,0.9315618098247339,6.309866651232143
38,0,1,345.0,1.0,0.0
38,1,2,345.0,1.0,10.186669868256121
38,2,3,345.0,,
38,3,4,345.0,0.9911366883506495,-3.156948980676157
38,4,5,345.0,0.9706407676762456,-6.896011527654625
38,5,6,345.0,1.0001517457239584,-4.035225552094646
38,6,7,345.0,0.986868288796719,-2.099863433928683
38,7,8,345.0,0.9986555865758293,2.9961961492507942
38,8,9,345.0,0.9736545831883652,-4.28711882026141
39,0,1,345.0,1.0,0.0
39,1,2,345.0,1.0,30.58779670410159
39,2,3,345.0,1.0000000000000002,44.508416805364085
39,3,4,345.0,0.9386509567049878,4.915165224306976
39,4,5,345.0,0.8897927201170174,11.000698240216819
39,5,6,345.0,0.9715515282344391,33.468551559259055
39,6,7,345.0,0.9601238826687228,26.409268544982034
39,7,8,345.0,0.9754974560183521,25.293849268856526
39,8,9,345.0,0.91159965678259,8.383112413898761
40,0,1,345.0,1.0,0.0
40,1,2,345.0,1.0,43.810854134262215
40,2,3,345.0,1.0000000000000002,52.528491746177984
40,3,4,345.0,0.9135419359012027,7.693284938354542
40,4,5,345.0,0.8619368440631834,16.773212255141747
40,5,6,345.0,0.9615579635024787,41.993948403414954
40,6,7,345.0,0.9456022768097029,36.96013423431396
40,7,8,345.0,0.9606723333537723,36.33448887531011
40,8,9,345.0,0.879473123085396,13.7044552671282
41,0,1,345.0,1.0,0.0
41,1,2,345.0,1.0,39.457044876451775
41,2,3,345.0,0.9999999999999996,67.1375320342192
41,3,4,345.0,0.887926224632163,7.380979439725698
41,4,5,345.0,0.7979737236784474,17.826002678533058
41,5,6,345.0,0.9219181729268952,51.21444557891174
41,6,7,345.0,0.912053477910951,39.14924724317242
41,7,8,345.0,0.942326588980316,35.01076850881483
41,8,9,345.0,0.8514011895186135,12.989715476521223
42,0,1,345.0,1.0,0.0
42,1,2,345.0,1.0,32.90017844711128
42,2,3,345.0,1.0,41.77298719259376
42,3,4,345.0,0.9488386749266963,4.522462091547274
42,4,5,345.0,0.913968624769662,10.678585004411211
42,5,6,345.0,0.9798380053487877,31.437159589250786
42,6,7,345.0,0.9669418755188762,24.949791310024725
42,7,8,345.0,0.9789014071838958,25.563811147991252
42,8,9,345.0,0.9215105954719989,6.961972468334357
43,0,1,345.0,1.0,0.0
43,1,2,345.0,1.0,55.376148448325104
43,2,3,345.0,0.9999999999999999,64.1960345918922
43,3,4,345.0,0.8714392808191164,8.8092784522944
43,4,5,345.0,0.7932150905282266,19.257902150790915
43,5,6,345.0,0.933630648499974,51.78958847899149
43,6,7,345.0,0.9206523160395018,45.912251339539786
43,7,8,345.0,0.9347934641165478,45.956876717276295
43,8,9,345.0,0.8145603128494698,17.41537403167899
44,0,1,345.0,1.0,0.0
44,1,2,345.0,,
44,2,3,345.0,1.0000000000000002,27.63619769701089
44,3,4,345.0,0.9691431345744,-0.13806453886948797
44,4,5,345.0,0.9335741290056958,2.279890078101074
44,5,6,345.0,0.9792924956475774,17.294549244010057
44,6,7,345.0,0.9504249708663167,7.615709439406204
44,7,8,345.0,0.9596269280553237,4.589600307304935
44,8,9,345.0,0.9455135924215288,-1.9775537981866333
45,0,1,345.0,1.0,0.0
45,1,2,345.0,0.9999999999999999,45.05910700590736
45,2,3,345.0,0.9999999999999999,53.656439866623444
45,3,4,345.0,0.9044839553009903,8.183819492224515
45,4,5,345.0,0.837421090979946,17.16348305481644
45,5,6,345.0,0.9545098715596299,43.0432109250324
45,6,7,345.0,0.9381566437982725,37.92197563038986
45,7,8,345.0,0.9576963849051945,37.55937628149454
45,8,9,345.0,0.8760115315473844,15.510408474634417
46,0,1,345.0,1.0,0.0
46,1,2,345.0,1.0,47.0404931521383
46,2,3,345.0,0.9999999999999997,47.90297151138081
46,3,4,345.0,0.91322050860317,6.947034596559299
46,4,5,345.0,0.8629499649782308,14.042270673623062
46,5,6,345.0,0.9648311736852522,38.61037647707289
46,6,7,345.0,0.9495630085426638,35.52202645460903
46,7,8,345.0,0.9586892679449628,37.30760210296309
46,8,9,345.0,0.8681130130107242,13.556215211410876
47,0,1,345.0,1.0,0.0
47,1,2,345.0,1.0,29.70562671845748
47,2,3,345.0,0.9999999999999997,38.151724430790175
47,3,4,345.0,0.9461481611073176,2.7414472276502284
47,4,5,345.0,0.8993484845617755,6.432746851367902
47,5,6,345.0,0.9714825383434377,27.72601118076684
47,6,7,345.0,0.9492757685468903,21.178956310247298
47,7,8,345.0,0.970997801226453,22.30921121131282
47,8,9,345.0,0.9116775064608382,4.713777223250997
48,0,1,345.0,1.0,0.0
48,1,2,345.0,1.0000000000000002,27.95143593100153
48,2,3,345.0,1.0000000000000002,34.95735591133874
48,3,4,345.0,0.9545057710239891,3.704786896139096
48,4,5,345.0,0.917517729824273,7.909612795714279
48,5,6,345.0,0.9855927066944132,26.279569614275427
48,6,7,345.0,0.9733801215789464,21.4997367007232
48,7,8,345.0,0.9846334514279004,21.893776918557812
48,8,9,345.0,0.9292876940513315,6.507477338981721
49,0,1,345.0,1.0,0.0
49,1,2,345.0,1.0000000000000002,51.081049624251555
49,2,3,345.0,0.9999999999999998,66.20717647001287
49,3,4,345.0,0.8742647105640198,8.535781160384811
49,4,5,345.0,0.7905536510419032,19.211062980212716
49,5,6,345.0,0.9291345735172173,52.530058123386446
49,6,7,345.0,0.9183701602968863,44.588836926256235
49,7,8,345.0,0.9373299264816722,43.212746551213925
49,8,9,345.0,0.8238351260916263,16.388754822269846
51,0,1,345.0,1.0,0.0
51,1,2,345.0,1.0000000000000004,64.16809251783535
51,2,3,345.0,0.9999999999999999,85.2642221647865
51,3,4,345.0,0.8981837399266591,5.607636408768748
51,4,5,345.0,0.8106766484826112,62.41106021874266
51,5,6,345.0,0.9387114685584164,74.47024873339463
51,6,7,345.0,0.8959619432051017,61.37606596661096
51,7,8,345.0,0.9075872476128247,56.25170711210457
51,8,9,345.0,0.7821675201698142,17.548668643099447
52,0,1,345.0,1.0,0.0
52,1,2,345.0,1.0,74.25292985126119
52,2,3,345.0,0.9999999999999999,73.22968665663954
52,3,4,345.0,0.8839011189623278,5.331151741481471
52,4,5,345.0,0.7489665118903942,19.440399800849494
52,5,6,345.0,0.918635259608931,62.19689107121
52,6,7,345.0,0.9267871307377826,62.443160103939704
52,7,8,345.0,0.9549051133825763,66.73115012975092
52,8,9,345.0,0.8557732011100674,55.912527085258965
53,0,1,345.0,1.0,0.0
53,1,2,345.0,1.0000000000000004,37.9789626887342
53,2,3,345.0,0.9999999999999998,45.94396777292867
53,3,4,345.0,0.9307488786826786,6.324226561357138
53,4,5,345.0,0.8907545503976073,12.622125037299329
53,5,6,345.0,0.9702382500312478,35.50473415654355
53,6,7,345.0,0.9526541588750237,29.7243149987955
53,7,8,345.0,0.9689666434012869,30.566955760301664
53,8,9,345.0,0.8951194930106829,12.004748225643333
54,0,1,345.0,1.0,0.0
54,1,2,345.0,1.0,42.19698780479622
54,2,3,345.0,1.0000000000000002,31.430239006386614
54,3,4,345.0,0.9418629797098382,4.843394562496663
54,4,5,345.0,0.9101951667373184,8.57702215668169
54,5,6,345.0,0.982900053370433,26.066602586460697
54,6,7,345.0,0.9632535453214325,26.695070285232116
54,7,8,345.0,0.9700247494330761,31.057850892462753
54,8,9,345.0,0.9007380733294491,10.16594118021836
55,0,1,345.0,1.0,0.0
55,1,2,345.0,1.0,40.940294042313106
55,2,3,345.0,1.0,49.00877223136131
55,3,4,345.0,0.926045731329891,6.676214549825154
55,4,5,345.0,0.8801794651883466,13.670166238493106
55,5,6,345.0,0.9673479799672653,38.53799658671538
55,6,7,345.0,0.9531859329262454,33.641288436254925
55,7,8,345.0,0.9670722175770008,33.51368573512724
55,8,9,345.0,0.8927881710484176,12.467196007286766
56,0,1,345.0,1.0,0.0
56,1,2,345.0,1.0,22.588124403775687
56,2,3,345.0,1.0,30.947504192732357
56,3,4,345.0,0.9638172781707327,2.6476026371085473
56,4,5,345.0,0.9300508345576585,5.989379052175229
56,5,6,345.0,0.9901261756601005,22.571803722486013
56,6,7,345.0,0.9780324398914724,17.431815673481523
56,7,8,345.0,0.9895416901119346,17.534629289535918
56,8,9,345.0,0.9422857257387494,4.381067983810096
57,0,1,345.0,1.0,0.0
57,1,2,345.0,1.0000000000000004,64.16809251783535
57,2,3,345.0,0.9999999999999999,85.2642221647865
57,3,4,345.0,0.8981837399266591,5.607636408768748
57,4,5,345.0,0.8106766484826112,62.41106021874266
57,5,6,345.0,0.9387114685584164,74.47024873339463
57,6,7,345.0,0.8959619432051017,61.37606596661096
57,7,8,345.0,0.9075872476128247,56.25170711210457
57,8,9,345.0,0.7821675201698142,17.548668643099447
58,0,1,345.0,1.0,0.0
58,1,2,345.0,1.0,46.214852794269866
58,2,3,345.0,0.9999999999999999,54.16170644303232
58,3,4,345.0,0.8992842576006828,7.821234806415732
58,4,5,345.0,0.8262448423380735,15.492174477379683
58,5,6,345.0,0.9502302789894442,43.50012011092853
58,6,7,345.0,0.9355993163077948,39.20275905040596
58,7,8,345.0,0.9541902327038294,38.68740510913422
58,8,9,345.0,0.8639886607721741,15.961421134154511
59,0,1,345.0,1.0,0.0
59,1,2,345.0,1.0,47.99122075230297
59,2,3,345.0,0.9999999999999998,60.06278357919461
59,3,4,345.0,0.8908484773728143,7.9288492190305195
59,4,5,345.0,0.8195241620175551,17.37712019691643
59,5,6,345.0,0.9430954094969867,47.531827439079656
59,6,7,345.0,0.9315781215061997,40.72399273376342
59,7,8,345.0,0.9475644384826839,40.021744414502905
59,8,9,345.0,0.8449932299728777,15.031500984051666
60,0,1,345.0,1.0,0.0
60,1,2,345.0,0.9999999999999999,40.82625587265912
60,2,3,345.0,0.9999999999999999,52.892530437876054
60,3,4,345.0,0.9135437798297018,6.731152289675501
60,4,5,345.0,0.853857788146034,14.637736824344831
60,5,6,345.0,0.9575035705571329,41.15838947235944
60,6,7,345.0,0.946078477453611,34.51258811978049
60,7,8,345.0,0.9613112026011835,33.80242840312581
60,8,9,345.0,0.8765975525880317,12.305871257437873
61,0,1,345.0,1.0,0.0
61,1,2,345.0,1.0,36.62044430960539
61,2,3,345.0,1.0,44.95716479240527
61,3,4,345.0,0.9296445139011836,5.014736854974608
61,4,5,345.0,0.8651237490069981,10.504819237363646
61,5,6,345.0,0.9647024062469767,34.457349020204084
61,6,7,345.0,0.9513882769532787,28.88860533038721
61,7,8,345.0,0.9691517287022379,29.209860848218494
61,8,9,345.0,0.9036986651987904,9.498584770227083
62,0,1,345.0,1.0,0.0
62,1,2,345.0,0.9999999999999999,39.80003940405858
62,2,3,345.0,1.0,47.59552155483566
62,3,4,345.0,0.9224638776060824,6.1345575158272085
62,4,5,345.0,0.8670560269834356,12.798072370236524
62,5,6,345.0,0.9528815523243773,36.96394546481923
62,6,7,345.0,0.9127187343883116,31.144345505751026
62,7,8,345.0,0.9714698701452883,32.407238141013096
62,8,9,345.0,0.8878510060991106,11.533579055732428
63,0,1,345.0,1.0,0.0
63,1,2,345.0,1.0000000000000002,41.10078867873646
63,2,3,345.0,1.0000000000000002,49.42350357101253
63,3,4,345.0,0.9078591302000215,7.3924918346143
63,4,5,345.0,0.848522727763381,15.154464191941582
63,5,6,345.0,0.9578971800580772,38.84823791848562
63,6,7,345.0,0.9385287116902583,32.80917823795089
63,7,8,345.0,0.9585536685123964,33.607803866504234
63,8,9,345.0,0.8681549352459297,14.362879546344795
64,0,1,345.0,1.0,0.0
64,1,2,345.0,0.9999999999999998,36.613489346179776
64,2,3,345.0,1.0,44.42136715057373
64,3,4,345.0,0.9206515475090524,5.198469444048602
64,4,5,345.0,0.8559688302811793,10.018792271575146
64,5,6,345.0,0.9623673331593909,33.89578463812574
64,6,7,345.0,0.9489575486033516,28.148399266293797
64,7,8,345.0,0.9655826816603793,29.175359791579055
64,8,9,345.0,0.8826801116452532,10.835938018698197
65,0,1,345.0,1.0,0.0
65,1,2,345.0,0.9999999999999999,28.731011850134614
65,2,3,345.0,0.9999999999999997,30.99255703353868
65,3,4,345.0,0.9584746118867955,3.379301463463295
65,4,5,345.0,0.9257488852660571,6.824953767156664
65,5,6,345.0,0.9897751811802611,23.612163732476933
65,6,7,345.0,0.9767730979445878,20.322597247107222
65,7,8,345.0,0.9863157226770213,21.754577627181547
